,RENGLON,AÑO,ENTIDAD,CVE_GEO,EDAD,SEXO,POBLACION
68503,68504,2018,Baja California Sur,3,41,Mujeres,5520
68504,68505,2018,Baja California Sur,3,42,Hombres,5588
68505,68506,2018,Baja California Sur,3,42,Mujeres,5445
68506,68507,2018,Baja California Sur,3,43,Hombres,5512
68507,68508,2018,Baja California Sur,3,43,Mujeres,5356
68508,68509,2018,Baja California Sur,3,44,Hombres,5416
68509,68510,2018,Baja California Sur,3,44,Mujeres,5241
68510,68511,2018,Baja California Sur,3,45,Hombres,5296
68511,68512,2018,Baja California Sur,3,45,Mujeres,5107
68512,68513,2018,Baja California Sur,3,46,Hombres,5154
68513,68514,2018,Baja California Sur,3,46,Mujeres,4957
68514,68515,2018,Baja California Sur,3,47,Hombres,4990
68515,68516,2018,Baja California Sur,3,47,Mujeres,4793
68516,68517,2018,Baja California Sur,3,48,Hombres,4814
68517,68518,2018,Baja California Sur,3,48,Mujeres,4621
68518,68519,2018,Baja California Sur,3,49,Hombres,4630
68519,68520,2018,Baja California Sur,3,49,Mujeres,4447
68520,68521,2018,Baja California Sur,3,50,Hombres,4441
68521,68522,2018,Baja California Sur,3,50,Mujeres,4275
68522,68523,2018,Baja California Sur,3,51,Hombres,4254
68523,68524,2018,Baja California Sur,3,51,Mujeres,4107
68524,68525,2018,Baja California Sur,3,52,Hombres,4074
68525,68526,2018,Baja California Sur,3,52,Mujeres,3947
68526,68527,2018,Baja California Sur,3,53,Hombres,3901
68527,68528,2018,Baja California Sur,3,53,Mujeres,3793
68528,68529,2018,Baja California Sur,3,54,Hombres,3732
68529,68530,2018,Baja California Sur,3,54,Mujeres,3643
68530,68531,2018,Baja California Sur,3,55,Hombres,3559
68531,68532,2018,Baja California Sur,3,55,Mujeres,3493
68532,68533,2018,Baja California Sur,3,56,Hombres,3381
68533,68534,2018,Baja California Sur,3,56,Mujeres,3341
68534,68535,2018,Baja California Sur,3,57,Hombres,3204
68535,68536,2018,Baja California Sur,3,57,Mujeres,3188
68536,68537,2018,Baja California Sur,3,58,Hombres,3032
68537,68538,2018,Baja California Sur,3,58,Mujeres,3032
68538,68539,2018,Baja California Sur,3,59,Hombres,2863
68539,68540,2018,Baja California Sur,3,59,Mujeres,2875
68540,68541,2018,Baja California Sur,3,60,Hombres,2690
68541,68542,2018,Baja California Sur,3,60,Mujeres,2713
68542,68543,2018,Baja California Sur,3,61,Hombres,2518
68543,68544,2018,Baja California Sur,3,61,Mujeres,2546
68544,68545,2018,Baja California Sur,3,62,Hombres,2351
68545,68546,2018,Baja California Sur,3,62,Mujeres,2388
68546,68547,2018,Baja California Sur,3,63,Hombres,2191
68547,68548,2018,Baja California Sur,3,63,Mujeres,2236
68548,68549,2018,Baja California Sur,3,64,Hombres,2039
68549,68550,2018,Baja California Sur,3,64,Mujeres,2092
68550,68551,2018,Baja California Sur,3,65,Hombres,1896
68551,68552,2018,Baja California Sur,3,65,Mujeres,1954
68552,68553,2018,Baja California Sur,3,66,Hombres,1758
68553,68554,2018,Baja California Sur,3,66,Mujeres,1821
68554,68555,2018,Baja California Sur,3,67,Hombres,1623
68555,68556,2018,Baja California Sur,3,67,Mujeres,1696
68556,68557,2018,Baja California Sur,3,68,Hombres,1509
68557,68558,2018,Baja California Sur,3,68,Mujeres,1590
68558,68559,2018,Baja California Sur,3,69,Hombres,1407
68559,68560,2018,Baja California Sur,3,69,Mujeres,1492
68560,68561,2018,Baja California Sur,3,70,Hombres,1307
68561,68562,2018,Baja California Sur,3,70,Mujeres,1395
68562,68563,2018,Baja California Sur,3,71,Hombres,1213
68563,68564,2018,Baja California Sur,3,71,Mujeres,1305
68564,68565,2018,Baja California Sur,3,72,Hombres,1122
68565,68566,2018,Baja California Sur,3,72,Mujeres,1219
68566,68567,2018,Baja California Sur,3,73,Hombres,1034
68567,68568,2018,Baja California Sur,3,73,Mujeres,1136
68568,68569,2018,Baja California Sur,3,74,Hombres,947
68569,68570,2018,Baja California Sur,3,74,Mujeres,1057
68570,68571,2018,Baja California Sur,3,75,Hombres,864
68571,68572,2018,Baja California Sur,3,75,Mujeres,979
68572,68573,2018,Baja California Sur,3,76,Hombres,787
68573,68574,2018,Baja California Sur,3,76,Mujeres,906
68574,68575,2018,Baja California Sur,3,77,Hombres,713
68575,68576,2018,Baja California Sur,3,77,Mujeres,836
68576,68577,2018,Baja California Sur,3,78,Hombres,637
68577,68578,2018,Baja California Sur,3,78,Mujeres,766
68578,68579,2018,Baja California Sur,3,79,Hombres,565
68579,68580,2018,Baja California Sur,3,79,Mujeres,698
68580,68581,2018,Baja California Sur,3,80,Hombres,498
68581,68582,2018,Baja California Sur,3,80,Mujeres,631
68582,68583,2018,Baja California Sur,3,81,Hombres,437
68583,68584,2018,Baja California Sur,3,81,Mujeres,566
68584,68585,2018,Baja California Sur,3,82,Hombres,381
68585,68586,2018,Baja California Sur,3,82,Mujeres,506
68586,68587,2018,Baja California Sur,3,83,Hombres,328
68587,68588,2018,Baja California Sur,3,83,Mujeres,450
68588,68589,2018,Baja California Sur,3,84,Hombres,281
68589,68590,2018,Baja California Sur,3,84,Mujeres,397
68590,68591,2018,Baja California Sur,3,85,Hombres,241
68591,68592,2018,Baja California Sur,3,85,Mujeres,348
68592,68593,2018,Baja California Sur,3,86,Hombres,205
68593,68594,2018,Baja California Sur,3,86,Mujeres,302
68594,68595,2018,Baja California Sur,3,87,Hombres,173
68595,68596,2018,Baja California Sur,3,87,Mujeres,260
68596,68597,2018,Baja California Sur,3,88,Hombres,144
68597,68598,2018,Baja California Sur,3,88,Mujeres,222
68598,68599,2018,Baja California Sur,3,89,Hombres,117
68599,68600,2018,Baja California Sur,3,89,Mujeres,188
68600,68601,2018,Baja California Sur,3,90,Hombres,95
68601,68602,2018,Baja California Sur,3,90,Mujeres,156
68602,68603,2018,Baja California Sur,3,91,Hombres,76
68603,68604,2018,Baja California Sur,3,91,Mujeres,128
68604,68605,2018,Baja California Sur,3,92,Hombres,60
68605,68606,2018,Baja California Sur,3,92,Mujeres,105
68606,68607,2018,Baja California Sur,3,93,Hombres,47
68607,68608,2018,Baja California Sur,3,93,Mujeres,86
68608,68609,2018,Baja California Sur,3,94,Hombres,37
68609,68610,2018,Baja California Sur,3,94,Mujeres,70
68610,68611,2018,Baja California Sur,3,95,Hombres,28
68611,68612,2018,Baja California Sur,3,95,Mujeres,56
68612,68613,2018,Baja California Sur,3,96,Hombres,21
68613,68614,2018,Baja California Sur,3,96,Mujeres,44
68614,68615,2018,Baja California Sur,3,97,Hombres,15
68615,68616,2018,Baja California Sur,3,97,Mujeres,33
68616,68617,2018,Baja California Sur,3,98,Hombres,11
68617,68618,2018,Baja California Sur,3,98,Mujeres,25
68618,68619,2018,Baja California Sur,3,99,Hombres,8
68619,68620,2018,Baja California Sur,3,99,Mujeres,19
68620,68621,2018,Baja California Sur,3,100,Hombres,5
68621,68622,2018,Baja California Sur,3,100,Mujeres,14
68622,68623,2018,Baja California Sur,3,101,Hombres,3
68623,68624,2018,Baja California Sur,3,101,Mujeres,10
68624,68625,2018,Baja California Sur,3,102,Hombres,2
68625,68626,2018,Baja California Sur,3,102,Mujeres,7
68626,68627,2018,Baja California Sur,3,103,Hombres,1
68627,68628,2018,Baja California Sur,3,103,Mujeres,4
68628,68629,2018,Baja California Sur,3,104,Hombres,1
68629,68630,2018,Baja California Sur,3,104,Mujeres,2
68630,68631,2018,Baja California Sur,3,105,Hombres,1
68631,68632,2018,Baja California Sur,3,105,Mujeres,1
68632,68633,2018,Baja California Sur,3,106,Hombres,1
68633,68634,2018,Baja California Sur,3,106,Mujeres,1
68634,68635,2018,Baja California Sur,3,107,Hombres,1
68635,68636,2018,Baja California Sur,3,107,Mujeres,1
68636,68637,2018,Baja California Sur,3,108,Hombres,0
68637,68638,2018,Baja California Sur,3,108,Mujeres,0
68638,68639,2018,Baja California Sur,3,109,Hombres,0
68639,68640,2018,Baja California Sur,3,109,Mujeres,0
68640,68641,2019,Baja California Sur,3,0,Hombres,7032
68641,68642,2019,Baja California Sur,3,0,Mujeres,6795
68642,68643,2019,Baja California Sur,3,1,Hombres,7024
68643,68644,2019,Baja California Sur,3,1,Mujeres,6835
68644,68645,2019,Baja California Sur,3,2,Hombres,7023
68645,68646,2019,Baja California Sur,3,2,Mujeres,6881
68646,68647,2019,Baja California Sur,3,3,Hombres,7053
68647,68648,2019,Baja California Sur,3,3,Mujeres,6924
68648,68649,2019,Baja California Sur,3,4,Hombres,7050
68649,68650,2019,Baja California Sur,3,4,Mujeres,6932
68650,68651,2019,Baja California Sur,3,5,Hombres,6989
68651,68652,2019,Baja California Sur,3,5,Mujeres,6900
68652,68653,2019,Baja California Sur,3,6,Hombres,6910
68653,68654,2019,Baja California Sur,3,6,Mujeres,6833
68654,68655,2019,Baja California Sur,3,7,Hombres,6831
68655,68656,2019,Baja California Sur,3,7,Mujeres,6758
68656,68657,2019,Baja California Sur,3,8,Hombres,6759
68657,68658,2019,Baja California Sur,3,8,Mujeres,6693
68658,68659,2019,Baja California Sur,3,9,Hombres,6710
68659,68660,2019,Baja California Sur,3,9,Mujeres,6654
68660,68661,2019,Baja California Sur,3,10,Hombres,6691
68661,68662,2019,Baja California Sur,3,10,Mujeres,6626
68662,68663,2019,Baja California Sur,3,11,Hombres,6688
68663,68664,2019,Baja California Sur,3,11,Mujeres,6592
68664,68665,2019,Baja California Sur,3,12,Hombres,6696
68665,68666,2019,Baja California Sur,3,12,Mujeres,6555
68666,68667,2019,Baja California Sur,3,13,Hombres,6709
68667,68668,2019,Baja California Sur,3,13,Mujeres,6525
68668,68669,2019,Baja California Sur,3,14,Hombres,6717
68669,68670,2019,Baja California Sur,3,14,Mujeres,6501
68670,68671,2019,Baja California Sur,3,15,Hombres,6743
68671,68672,2019,Baja California Sur,3,15,Mujeres,6485
68672,68673,2019,Baja California Sur,3,16,Hombres,6792
68673,68674,2019,Baja California Sur,3,16,Mujeres,6479
68674,68675,2019,Baja California Sur,3,17,Hombres,6848
68675,68676,2019,Baja California Sur,3,17,Mujeres,6481
68676,68677,2019,Baja California Sur,3,18,Hombres,6894
68677,68678,2019,Baja California Sur,3,18,Mujeres,6480
68678,68679,2019,Baja California Sur,3,19,Hombres,6920
68679,68680,2019,Baja California Sur,3,19,Mujeres,6461
68680,68681,2019,Baja California Sur,3,20,Hombres,6971
68681,68682,2019,Baja California Sur,3,20,Mujeres,6457
68682,68683,2019,Baja California Sur,3,21,Hombres,7062
68683,68684,2019,Baja California Sur,3,21,Mujeres,6485
68684,68685,2019,Baja California Sur,3,22,Hombres,7160
68685,68686,2019,Baja California Sur,3,22,Mujeres,6532
68686,68687,2019,Baja California Sur,3,23,Hombres,7250
68687,68688,2019,Baja California Sur,3,23,Mujeres,6586
68688,68689,2019,Baja California Sur,3,24,Hombres,7317
68689,68690,2019,Baja California Sur,3,24,Mujeres,6626
68690,68691,2019,Baja California Sur,3,25,Hombres,7347
68691,68692,2019,Baja California Sur,3,25,Mujeres,6632
68692,68693,2019,Baja California Sur,3,26,Hombres,7343
68693,68694,2019,Baja California Sur,3,26,Mujeres,6616
68694,68695,2019,Baja California Sur,3,27,Hombres,7309
68695,68696,2019,Baja California Sur,3,27,Mujeres,6593
68696,68697,2019,Baja California Sur,3,28,Hombres,7243
68697,68698,2019,Baja California Sur,3,28,Mujeres,6557
68698,68699,2019,Baja California Sur,3,29,Hombres,7160
68699,68700,2019,Baja California Sur,3,29,Mujeres,6515
68700,68701,2019,Baja California Sur,3,30,Hombres,7067
68701,68702,2019,Baja California Sur,3,30,Mujeres,6465
68702,68703,2019,Baja California Sur,3,31,Hombres,6961
68703,68704,2019,Baja California Sur,3,31,Mujeres,6402
68704,68705,2019,Baja California Sur,3,32,Hombres,6846
68705,68706,2019,Baja California Sur,3,32,Mujeres,6328
68706,68707,2019,Baja California Sur,3,33,Hombres,6734
68707,68708,2019,Baja California Sur,3,33,Mujeres,6255
68708,68709,2019,Baja California Sur,3,34,Hombres,6627
68709,68710,2019,Baja California Sur,3,34,Mujeres,6193
68710,68711,2019,Baja California Sur,3,35,Hombres,6501
68711,68712,2019,Baja California Sur,3,35,Mujeres,6119
68712,68713,2019,Baja California Sur,3,36,Hombres,6356
68713,68714,2019,Baja California Sur,3,36,Mujeres,6027
68714,68715,2019,Baja California Sur,3,37,Hombres,6210
68715,68716,2019,Baja California Sur,3,37,Mujeres,5934
68716,68717,2019,Baja California Sur,3,38,Hombres,6077
68717,68718,2019,Baja California Sur,3,38,Mujeres,5843
68718,68719,2019,Baja California Sur,3,39,Hombres,5968
68719,68720,2019,Baja California Sur,3,39,Mujeres,5763
68720,68721,2019,Baja California Sur,3,40,Hombres,5863
68721,68722,2019,Baja California Sur,3,40,Mujeres,5686
68722,68723,2019,Baja California Sur,3,41,Hombres,5757
68723,68724,2019,Baja California Sur,3,41,Mujeres,5605
68724,68725,2019,Baja California Sur,3,42,Hombres,5663
68725,68726,2019,Baja California Sur,3,42,Mujeres,5528
68726,68727,2019,Baja California Sur,3,43,Hombres,5584
68727,68728,2019,Baja California Sur,3,43,Mujeres,5453
68728,68729,2019,Baja California Sur,3,44,Hombres,5507
68729,68730,2019,Baja California Sur,3,44,Mujeres,5363
68730,68731,2019,Baja California Sur,3,45,Hombres,5412
68731,68732,2019,Baja California Sur,3,45,Mujeres,5248
68732,68733,2019,Baja California Sur,3,46,Hombres,5294
68733,68734,2019,Baja California Sur,3,46,Mujeres,5115
68734,68735,2019,Baja California Sur,3,47,Hombres,5151
68735,68736,2019,Baja California Sur,3,47,Mujeres,4964
68736,68737,2019,Baja California Sur,3,48,Hombres,4986
68737,68738,2019,Baja California Sur,3,48,Mujeres,4798
68738,68739,2019,Baja California Sur,3,49,Hombres,4810
68739,68740,2019,Baja California Sur,3,49,Mujeres,4626
68740,68741,2019,Baja California Sur,3,50,Hombres,4623
68741,68742,2019,Baja California Sur,3,50,Mujeres,4453
68742,68743,2019,Baja California Sur,3,51,Hombres,4431
68743,68744,2019,Baja California Sur,3,51,Mujeres,4281
68744,68745,2019,Baja California Sur,3,52,Hombres,4243
68745,68746,2019,Baja California Sur,3,52,Mujeres,4112
68746,68747,2019,Baja California Sur,3,53,Hombres,4060
68747,68748,2019,Baja California Sur,3,53,Mujeres,3950
68748,68749,2019,Baja California Sur,3,54,Hombres,3886
68749,68750,2019,Baja California Sur,3,54,Mujeres,3795
68750,68751,2019,Baja California Sur,3,55,Hombres,3708
68751,68752,2019,Baja California Sur,3,55,Mujeres,3642
68752,68753,2019,Baja California Sur,3,56,Hombres,3528
68753,68754,2019,Baja California Sur,3,56,Mujeres,3489
68754,68755,2019,Baja California Sur,3,57,Hombres,3349
68755,68756,2019,Baja California Sur,3,57,Mujeres,3337
68756,68757,2019,Baja California Sur,3,58,Hombres,3171
68757,68758,2019,Baja California Sur,3,58,Mujeres,3182
68758,68759,2019,Baja California Sur,3,59,Hombres,2998
68759,68760,2019,Baja California Sur,3,59,Mujeres,3024
68760,68761,2019,Baja California Sur,3,60,Hombres,2826
68761,68762,2019,Baja California Sur,3,60,Mujeres,2862
68762,68763,2019,Baja California Sur,3,61,Hombres,2650
68763,68764,2019,Baja California Sur,3,61,Mujeres,2694
68764,68765,2019,Baja California Sur,3,62,Hombres,2478
68765,68766,2019,Baja California Sur,3,62,Mujeres,2528
68766,68767,2019,Baja California Sur,3,63,Hombres,2310
68767,68768,2019,Baja California Sur,3,63,Mujeres,2369
68768,68769,2019,Baja California Sur,3,64,Hombres,2150
68769,68770,2019,Baja California Sur,3,64,Mujeres,2217
68770,68771,2019,Baja California Sur,3,65,Hombres,1999
68771,68772,2019,Baja California Sur,3,65,Mujeres,2072
68772,68773,2019,Baja California Sur,3,66,Hombres,1855
68773,68774,2019,Baja California Sur,3,66,Mujeres,1935
68774,68775,2019,Baja California Sur,3,67,Hombres,1717
68775,68776,2019,Baja California Sur,3,67,Mujeres,1801
68776,68777,2019,Baja California Sur,3,68,Hombres,1581
68777,68778,2019,Baja California Sur,3,68,Mujeres,1675
68778,68779,2019,Baja California Sur,3,69,Hombres,1467
68779,68780,2019,Baja California Sur,3,69,Mujeres,1567
68780,68781,2019,Baja California Sur,3,70,Hombres,1367
68781,68782,2019,Baja California Sur,3,70,Mujeres,1469
68782,68783,2019,Baja California Sur,3,71,Hombres,1269
68783,68784,2019,Baja California Sur,3,71,Mujeres,1371
68784,68785,2019,Baja California Sur,3,72,Hombres,1175
68785,68786,2019,Baja California Sur,3,72,Mujeres,1280
68786,68787,2019,Baja California Sur,3,73,Hombres,1084
68787,68788,2019,Baja California Sur,3,73,Mujeres,1192
68788,68789,2019,Baja California Sur,3,74,Hombres,996
68789,68790,2019,Baja California Sur,3,74,Mujeres,1108
68790,68791,2019,Baja California Sur,3,75,Hombres,909
68791,68792,2019,Baja California Sur,3,75,Mujeres,1027
68792,68793,2019,Baja California Sur,3,76,Hombres,827
68793,68794,2019,Baja California Sur,3,76,Mujeres,948
68794,68795,2019,Baja California Sur,3,77,Hombres,751
68795,68796,2019,Baja California Sur,3,77,Mujeres,875
68796,68797,2019,Baja California Sur,3,78,Hombres,677
68797,68798,2019,Baja California Sur,3,78,Mujeres,805
68798,68799,2019,Baja California Sur,3,79,Hombres,602
68799,68800,2019,Baja California Sur,3,79,Mujeres,735
68800,68801,2019,Baja California Sur,3,80,Hombres,531
68801,68802,2019,Baja California Sur,3,80,Mujeres,666
68802,68803,2019,Baja California Sur,3,81,Hombres,466
68803,68804,2019,Baja California Sur,3,81,Mujeres,598
68804,68805,2019,Baja California Sur,3,82,Hombres,407
68805,68806,2019,Baja California Sur,3,82,Mujeres,534
68806,68807,2019,Baja California Sur,3,83,Hombres,352
68807,68808,2019,Baja California Sur,3,83,Mujeres,475
68808,68809,2019,Baja California Sur,3,84,Hombres,301
68809,68810,2019,Baja California Sur,3,84,Mujeres,420
68810,68811,2019,Baja California Sur,3,85,Hombres,257
68811,68812,2019,Baja California Sur,3,85,Mujeres,368
68812,68813,2019,Baja California Sur,3,86,Hombres,219
68813,68814,2019,Baja California Sur,3,86,Mujeres,319
68814,68815,2019,Baja California Sur,3,87,Hombres,185
68815,68816,2019,Baja California Sur,3,87,Mujeres,275
68816,68817,2019,Baja California Sur,3,88,Hombres,154
68817,68818,2019,Baja California Sur,3,88,Mujeres,235
68818,68819,2019,Baja California Sur,3,89,Hombres,127
68819,68820,2019,Baja California Sur,3,89,Mujeres,199
68820,68821,2019,Baja California Sur,3,90,Hombres,102
68821,68822,2019,Baja California Sur,3,90,Mujeres,165
68822,68823,2019,Baja California Sur,3,91,Hombres,81
68823,68824,2019,Baja California Sur,3,91,Mujeres,136
68824,68825,2019,Baja California Sur,3,92,Hombres,64
68825,68826,2019,Baja California Sur,3,92,Mujeres,110
68826,68827,2019,Baja California Sur,3,93,Hombres,50
68827,68828,2019,Baja California Sur,3,93,Mujeres,89
68828,68829,2019,Baja California Sur,3,94,Hombres,39
68829,68830,2019,Baja California Sur,3,94,Mujeres,72
68830,68831,2019,Baja California Sur,3,95,Hombres,30
68831,68832,2019,Baja California Sur,3,95,Mujeres,57
68832,68833,2019,Baja California Sur,3,96,Hombres,22
68833,68834,2019,Baja California Sur,3,96,Mujeres,45
68834,68835,2019,Baja California Sur,3,97,Hombres,16
68835,68836,2019,Baja California Sur,3,97,Mujeres,34
68836,68837,2019,Baja California Sur,3,98,Hombres,11
68837,68838,2019,Baja California Sur,3,98,Mujeres,25
68838,68839,2019,Baja California Sur,3,99,Hombres,8
68839,68840,2019,Baja California Sur,3,99,Mujeres,18
68840,68841,2019,Baja California Sur,3,100,Hombres,6
68841,68842,2019,Baja California Sur,3,100,Mujeres,14
68842,68843,2019,Baja California Sur,3,101,Hombres,3
68843,68844,2019,Baja California Sur,3,101,Mujeres,10
68844,68845,2019,Baja California Sur,3,102,Hombres,2
68845,68846,2019,Baja California Sur,3,102,Mujeres,7
68846,68847,2019,Baja California Sur,3,103,Hombres,1
68847,68848,2019,Baja California Sur,3,103,Mujeres,4
68848,68849,2019,Baja California Sur,3,104,Hombres,1
68849,68850,2019,Baja California Sur,3,104,Mujeres,2
68850,68851,2019,Baja California Sur,3,105,Hombres,1
68851,68852,2019,Baja California Sur,3,105,Mujeres,1
68852,68853,2019,Baja California Sur,3,106,Hombres,1
68853,68854,2019,Baja California Sur,3,106,Mujeres,1
68854,68855,2019,Baja California Sur,3,107,Hombres,1
68855,68856,2019,Baja California Sur,3,107,Mujeres,1
68856,68857,2019,Baja California Sur,3,108,Hombres,0
68857,68858,2019,Baja California Sur,3,108,Mujeres,0
68858,68859,2019,Baja California Sur,3,109,Hombres,0
68859,68860,2019,Baja California Sur,3,109,Mujeres,0
69080,69081,2021,Baja California Sur,3,0,Hombres,7115
69081,69082,2021,Baja California Sur,3,0,Mujeres,6876
69082,69083,2021,Baja California Sur,3,1,Hombres,7108
69083,69084,2021,Baja California Sur,3,1,Mujeres,6913
69084,69085,2021,Baja California Sur,3,2,Hombres,7109
69085,69086,2021,Baja California Sur,3,2,Mujeres,6956
69086,69087,2021,Baja California Sur,3,3,Hombres,7110
69087,69088,2021,Baja California Sur,3,3,Mujeres,7000
69088,69089,2021,Baja California Sur,3,4,Hombres,7107
69089,69090,2021,Baja California Sur,3,4,Mujeres,7043
69090,69091,2021,Baja California Sur,3,5,Hombres,7124
69091,69092,2021,Baja California Sur,3,5,Mujeres,7066
69092,69093,2021,Baja California Sur,3,6,Hombres,7100
69093,69094,2021,Baja California Sur,3,6,Mujeres,7035
69094,69095,2021,Baja California Sur,3,7,Hombres,7028
69095,69096,2021,Baja California Sur,3,7,Mujeres,6982
69096,69097,2021,Baja California Sur,3,8,Hombres,6949
69097,69098,2021,Baja California Sur,3,8,Mujeres,6916
69098,69099,2021,Baja California Sur,3,9,Hombres,6871
69099,69100,2021,Baja California Sur,3,9,Mujeres,6843
69100,69101,2021,Baja California Sur,3,10,Hombres,6812
69101,69102,2021,Baja California Sur,3,10,Mujeres,6774
69102,69103,2021,Baja California Sur,3,11,Hombres,6788
69103,69104,2021,Baja California Sur,3,11,Mujeres,6728
69104,69105,2021,Baja California Sur,3,12,Hombres,6781
69105,69106,2021,Baja California Sur,3,12,Mujeres,6695
69106,69107,2021,Baja California Sur,3,13,Hombres,6777
69107,69108,2021,Baja California Sur,3,13,Mujeres,6659
69108,69109,2021,Baja California Sur,3,14,Hombres,6782
69109,69110,2021,Baja California Sur,3,14,Mujeres,6622
69110,69111,2021,Baja California Sur,3,15,Hombres,6823
69111,69112,2021,Baja California Sur,3,15,Mujeres,6611
69112,69113,2021,Baja California Sur,3,16,Hombres,6887
69113,69114,2021,Baja California Sur,3,16,Mujeres,6623
69114,69115,2021,Baja California Sur,3,17,Hombres,6938
69115,69116,2021,Baja California Sur,3,17,Mujeres,6624
69116,69117,2021,Baja California Sur,3,18,Hombres,6980
69117,69118,2021,Baja California Sur,3,18,Mujeres,6616
69118,69119,2021,Baja California Sur,3,19,Hombres,7027
69119,69120,2021,Baja California Sur,3,19,Mujeres,6614
69120,69121,2021,Baja California Sur,3,20,Hombres,7091
69121,69122,2021,Baja California Sur,3,20,Mujeres,6629
69122,69123,2021,Baja California Sur,3,21,Hombres,7165
69123,69124,2021,Baja California Sur,3,21,Mujeres,6649
69124,69125,2021,Baja California Sur,3,22,Hombres,7237
69125,69126,2021,Baja California Sur,3,22,Mujeres,6662
69126,69127,2021,Baja California Sur,3,23,Hombres,7321
69127,69128,2021,Baja California Sur,3,23,Mujeres,6688
69128,69129,2021,Baja California Sur,3,24,Hombres,7413
69129,69130,2021,Baja California Sur,3,24,Mujeres,6734
69130,69131,2021,Baja California Sur,3,25,Hombres,7491
69131,69132,2021,Baja California Sur,3,25,Mujeres,6779
69132,69133,2021,Baja California Sur,3,26,Hombres,7541
69133,69134,2021,Baja California Sur,3,26,Mujeres,6801
69134,69135,2021,Baja California Sur,3,27,Hombres,7560
69135,69136,2021,Baja California Sur,3,27,Mujeres,6798
69136,69137,2021,Baja California Sur,3,28,Hombres,7550
69137,69138,2021,Baja California Sur,3,28,Mujeres,6783
69138,69139,2021,Baja California Sur,3,29,Hombres,7511
69139,69140,2021,Baja California Sur,3,29,Mujeres,6757
69140,69141,2021,Baja California Sur,3,30,Hombres,7431
69141,69142,2021,Baja California Sur,3,30,Mujeres,6705
69142,69143,2021,Baja California Sur,3,31,Hombres,7323
69143,69144,2021,Baja California Sur,3,31,Mujeres,6632
69144,69145,2021,Baja California Sur,3,32,Hombres,7214
69145,69146,2021,Baja California Sur,3,32,Mujeres,6566
69146,69147,2021,Baja California Sur,3,33,Hombres,7102
69147,69148,2021,Baja California Sur,3,33,Mujeres,6500
69148,69149,2021,Baja California Sur,3,34,Hombres,6982
69149,69150,2021,Baja California Sur,3,34,Mujeres,6424
69150,69151,2021,Baja California Sur,3,35,Hombres,6849
69151,69152,2021,Baja California Sur,3,35,Mujeres,6337
69152,69153,2021,Baja California Sur,3,36,Hombres,6708
69153,69154,2021,Baja California Sur,3,36,Mujeres,6246
69154,69155,2021,Baja California Sur,3,37,Hombres,6563
69155,69156,2021,Baja California Sur,3,37,Mujeres,6157
69156,69157,2021,Baja California Sur,3,38,Hombres,6414
69157,69158,2021,Baja California Sur,3,38,Mujeres,6066
69158,69159,2021,Baja California Sur,3,39,Hombres,6265
69159,69160,2021,Baja California Sur,3,39,Mujeres,5970
69160,69161,2021,Baja California Sur,3,40,Hombres,6114
69161,69162,2021,Baja California Sur,3,40,Mujeres,5873
69162,69163,2021,Baja California Sur,3,41,Hombres,5974
69163,69164,2021,Baja California Sur,3,41,Mujeres,5783
69164,69165,2021,Baja California Sur,3,42,Hombres,5852
69165,69166,2021,Baja California Sur,3,42,Mujeres,5700
69166,69167,2021,Baja California Sur,3,43,Hombres,5745
69167,69168,2021,Baja California Sur,3,43,Mujeres,5619
69168,69169,2021,Baja California Sur,3,44,Hombres,5649
69169,69170,2021,Baja California Sur,3,44,Mujeres,5541
69170,69171,2021,Baja California Sur,3,45,Hombres,5572
69171,69172,2021,Baja California Sur,3,45,Mujeres,5466
69172,69173,2021,Baja California Sur,3,46,Hombres,5500
69173,69174,2021,Baja California Sur,3,46,Mujeres,5377
69174,69175,2021,Baja California Sur,3,47,Hombres,5405
69175,69176,2021,Baja California Sur,3,47,Mujeres,5261
69176,69177,2021,Baja California Sur,3,48,Hombres,5283
69177,69178,2021,Baja California Sur,3,48,Mujeres,5127
69178,69179,2021,Baja California Sur,3,49,Hombres,5138
69179,69180,2021,Baja California Sur,3,49,Mujeres,4973
69180,69181,2021,Baja California Sur,3,50,Hombres,4970
69181,69182,2021,Baja California Sur,3,50,Mujeres,4807
69182,69183,2021,Baja California Sur,3,51,Hombres,4788
69183,69184,2021,Baja California Sur,3,51,Mujeres,4636
69184,69185,2021,Baja California Sur,3,52,Hombres,4597
69185,69186,2021,Baja California Sur,3,52,Mujeres,4462
69186,69187,2021,Baja California Sur,3,53,Hombres,4401
69187,69188,2021,Baja California Sur,3,53,Mujeres,4287
69188,69189,2021,Baja California Sur,3,54,Hombres,4208
69189,69190,2021,Baja California Sur,3,54,Mujeres,4115
69190,69191,2021,Baja California Sur,3,55,Hombres,4016
69191,69192,2021,Baja California Sur,3,55,Mujeres,3950
69192,69193,2021,Baja California Sur,3,56,Hombres,3825
69193,69194,2021,Baja California Sur,3,56,Mujeres,3789
69194,69195,2021,Baja California Sur,3,57,Hombres,3638
69195,69196,2021,Baja California Sur,3,57,Mujeres,3632
69196,69197,2021,Baja California Sur,3,58,Hombres,3457
69197,69198,2021,Baja California Sur,3,58,Mujeres,3475
69198,69199,2021,Baja California Sur,3,59,Hombres,3276
69199,69200,2021,Baja California Sur,3,59,Mujeres,3320
