,RENGLON,AÑO,ENTIDAD,CVE_GEO,EDAD,SEXO,POBLACION
14300,14301,2015,República Mexicana,0,0,Hombres,1127945
14301,14302,2015,República Mexicana,0,0,Mujeres,1088173
14302,14303,2015,República Mexicana,0,1,Hombres,1128698
14303,14304,2015,República Mexicana,0,1,Mujeres,1090578
14304,14305,2015,República Mexicana,0,2,Hombres,1129973
14305,14306,2015,República Mexicana,0,2,Mujeres,1092172
14306,14307,2015,República Mexicana,0,3,Hombres,1131160
14307,14308,2015,República Mexicana,0,3,Mujeres,1092829
14308,14309,2015,República Mexicana,0,4,Hombres,1131968
14309,14310,2015,República Mexicana,0,4,Mujeres,1093433
14310,14311,2015,República Mexicana,0,5,Hombres,1133340
14311,14312,2015,República Mexicana,0,5,Mujeres,1094508
14312,14313,2015,República Mexicana,0,6,Hombres,1135202
14313,14314,2015,República Mexicana,0,6,Mujeres,1096210
14314,14315,2015,República Mexicana,0,7,Hombres,1136674
14315,14316,2015,República Mexicana,0,7,Mujeres,1097888
14316,14317,2015,República Mexicana,0,8,Hombres,1138469
14317,14318,2015,República Mexicana,0,8,Mujeres,1099080
14318,14319,2015,República Mexicana,0,9,Hombres,1141251
14319,14320,2015,República Mexicana,0,9,Mujeres,1101068
14320,14321,2015,República Mexicana,0,10,Hombres,1143538
14321,14322,2015,República Mexicana,0,10,Mujeres,1103231
14322,14323,2015,República Mexicana,0,11,Hombres,1142672
14323,14324,2015,República Mexicana,0,11,Mujeres,1102881
14324,14325,2015,República Mexicana,0,12,Hombres,1138712
14325,14326,2015,República Mexicana,0,12,Mujeres,1100463
14326,14327,2015,República Mexicana,0,13,Hombres,1134364
14327,14328,2015,República Mexicana,0,13,Mujeres,1098565
14328,14329,2015,República Mexicana,0,14,Hombres,1129969
14329,14330,2015,República Mexicana,0,14,Mujeres,1096891
14330,14331,2015,República Mexicana,0,15,Hombres,1125586
14331,14332,2015,República Mexicana,0,15,Mujeres,1094418
14332,14333,2015,República Mexicana,0,16,Hombres,1122286
14333,14334,2015,República Mexicana,0,16,Mujeres,1091628
14334,14335,2015,República Mexicana,0,17,Hombres,1119721
14335,14336,2015,República Mexicana,0,17,Mujeres,1089755
14336,14337,2015,República Mexicana,0,18,Hombres,1117316
14337,14338,2015,República Mexicana,0,18,Mujeres,1089837
14338,14339,2015,República Mexicana,0,19,Hombres,1115235
14339,14340,2015,República Mexicana,0,19,Mujeres,1091490
14340,14341,2015,República Mexicana,0,20,Hombres,1112640
14341,14342,2015,República Mexicana,0,20,Mujeres,1092685
14342,14343,2015,República Mexicana,0,21,Hombres,1106785
14343,14344,2015,República Mexicana,0,21,Mujeres,1090768
14344,14345,2015,República Mexicana,0,22,Hombres,1096435
14345,14346,2015,República Mexicana,0,22,Mujeres,1085581
14346,14347,2015,República Mexicana,0,23,Hombres,1081535
14347,14348,2015,República Mexicana,0,23,Mujeres,1078137
14348,14349,2015,República Mexicana,0,24,Hombres,1061001
14349,14350,2015,República Mexicana,0,24,Mujeres,1067545
14350,14351,2015,República Mexicana,0,25,Hombres,1036723
14351,14352,2015,República Mexicana,0,25,Mujeres,1054608
14352,14353,2015,República Mexicana,0,26,Hombres,1012464
14353,14354,2015,República Mexicana,0,26,Mujeres,1041955
14354,14355,2015,República Mexicana,0,27,Hombres,988356
14355,14356,2015,República Mexicana,0,27,Mujeres,1029296
14356,14357,2015,República Mexicana,0,28,Hombres,963709
14357,14358,2015,República Mexicana,0,28,Mujeres,1015471
14358,14359,2015,República Mexicana,0,29,Hombres,939506
14359,14360,2015,República Mexicana,0,29,Mujeres,1001115
14360,14361,2015,República Mexicana,0,30,Hombres,915787
14361,14362,2015,República Mexicana,0,30,Mujeres,986620
14362,14363,2015,República Mexicana,0,31,Hombres,892221
14363,14364,2015,República Mexicana,0,31,Mujeres,971989
14364,14365,2015,República Mexicana,0,32,Hombres,869449
14365,14366,2015,República Mexicana,0,32,Mujeres,957610
14366,14367,2015,República Mexicana,0,33,Hombres,848448
14367,14368,2015,República Mexicana,0,33,Mujeres,943734
14368,14369,2015,República Mexicana,0,34,Hombres,829999
14369,14370,2015,República Mexicana,0,34,Mujeres,930500
14370,14371,2015,República Mexicana,0,35,Hombres,814892
14371,14372,2015,República Mexicana,0,35,Mujeres,918393
14372,14373,2015,República Mexicana,0,36,Hombres,803364
14373,14374,2015,República Mexicana,0,36,Mujeres,907680
14374,14375,2015,República Mexicana,0,37,Hombres,795148
14375,14376,2015,República Mexicana,0,37,Mujeres,898260
14376,14377,2015,República Mexicana,0,38,Hombres,789910
14377,14378,2015,República Mexicana,0,38,Mujeres,890014
14378,14379,2015,República Mexicana,0,39,Hombres,787091
14379,14380,2015,República Mexicana,0,39,Mujeres,882663
14380,14381,2015,República Mexicana,0,40,Hombres,783390
14381,14382,2015,República Mexicana,0,40,Mujeres,873215
14382,14383,2015,República Mexicana,0,41,Hombres,776540
14383,14384,2015,República Mexicana,0,41,Mujeres,860059
14384,14385,2015,República Mexicana,0,42,Hombres,766711
14385,14386,2015,República Mexicana,0,42,Mujeres,844207
14386,14387,2015,República Mexicana,0,43,Hombres,753517
14387,14388,2015,República Mexicana,0,43,Mujeres,825631
14388,14389,2015,República Mexicana,0,44,Hombres,737291
14389,14390,2015,República Mexicana,0,44,Mujeres,804981
14390,14391,2015,República Mexicana,0,45,Hombres,719223
14391,14392,2015,República Mexicana,0,45,Mujeres,783100
14392,14393,2015,República Mexicana,0,46,Hombres,700124
14393,14394,2015,República Mexicana,0,46,Mujeres,760523
14394,14395,2015,República Mexicana,0,47,Hombres,680302
14395,14396,2015,República Mexicana,0,47,Mujeres,737807
14396,14397,2015,República Mexicana,0,48,Hombres,660456
14397,14398,2015,República Mexicana,0,48,Mujeres,715583
14398,14399,2015,República Mexicana,0,49,Hombres,641030
14399,14400,2015,República Mexicana,0,49,Mujeres,694207
14400,14401,2015,República Mexicana,0,50,Hombres,621970
14401,14402,2015,República Mexicana,0,50,Mujeres,673553
14402,14403,2015,República Mexicana,0,51,Hombres,602933
14403,14404,2015,República Mexicana,0,51,Mujeres,653196
14404,14405,2015,República Mexicana,0,52,Hombres,583700
14405,14406,2015,República Mexicana,0,52,Mujeres,632875
14406,14407,2015,República Mexicana,0,53,Hombres,564023
14407,14408,2015,República Mexicana,0,53,Mujeres,612270
14408,14409,2015,República Mexicana,0,54,Hombres,543600
14409,14410,2015,República Mexicana,0,54,Mujeres,590991
14410,14411,2015,República Mexicana,0,55,Hombres,522303
14411,14412,2015,República Mexicana,0,55,Mujeres,568819
14412,14413,2015,República Mexicana,0,56,Hombres,500114
14413,14414,2015,República Mexicana,0,56,Mujeres,545701
14414,14415,2015,República Mexicana,0,57,Hombres,477188
14415,14416,2015,República Mexicana,0,57,Mujeres,521827
14416,14417,2015,República Mexicana,0,58,Hombres,453837
14417,14418,2015,República Mexicana,0,58,Mujeres,497552
14418,14419,2015,República Mexicana,0,59,Hombres,430467
14419,14420,2015,República Mexicana,0,59,Mujeres,473317
14420,14421,2015,República Mexicana,0,60,Hombres,407426
14421,14422,2015,República Mexicana,0,60,Mujeres,449503
14422,14423,2015,República Mexicana,0,61,Hombres,384544
14423,14424,2015,República Mexicana,0,61,Mujeres,426153
14424,14425,2015,República Mexicana,0,62,Hombres,362405
14425,14426,2015,República Mexicana,0,62,Mujeres,403142
14426,14427,2015,República Mexicana,0,63,Hombres,340917
14427,14428,2015,República Mexicana,0,63,Mujeres,380515
14428,14429,2015,República Mexicana,0,64,Hombres,319536
14429,14430,2015,República Mexicana,0,64,Mujeres,358456
14430,14431,2015,República Mexicana,0,65,Hombres,301120
14431,14432,2015,República Mexicana,0,65,Mujeres,339654
14432,14433,2015,República Mexicana,0,66,Hombres,284595
14433,14434,2015,República Mexicana,0,66,Mujeres,322606
14434,14435,2015,República Mexicana,0,67,Hombres,267656
14435,14436,2015,República Mexicana,0,67,Mujeres,304833
14436,14437,2015,República Mexicana,0,68,Hombres,251450
14437,14438,2015,República Mexicana,0,68,Mujeres,287910
14438,14439,2015,República Mexicana,0,69,Hombres,235924
14439,14440,2015,República Mexicana,0,69,Mujeres,271762
14440,14441,2015,República Mexicana,0,70,Hombres,221076
14441,14442,2015,República Mexicana,0,70,Mujeres,256366
14442,14443,2015,República Mexicana,0,71,Hombres,206718
14443,14444,2015,República Mexicana,0,71,Mujeres,241495
14444,14445,2015,República Mexicana,0,72,Hombres,192883
14445,14446,2015,República Mexicana,0,72,Mujeres,227149
14446,14447,2015,República Mexicana,0,73,Hombres,180027
14447,14448,2015,República Mexicana,0,73,Mujeres,213840
14448,14449,2015,República Mexicana,0,74,Hombres,167564
14449,14450,2015,República Mexicana,0,74,Mujeres,200867
14450,14451,2015,República Mexicana,0,75,Hombres,155024
14451,14452,2015,República Mexicana,0,75,Mujeres,187649
14452,14453,2015,República Mexicana,0,76,Hombres,142832
14453,14454,2015,República Mexicana,0,76,Mujeres,174673
14454,14455,2015,República Mexicana,0,77,Hombres,131224
14455,14456,2015,República Mexicana,0,77,Mujeres,162214
14456,14457,2015,República Mexicana,0,78,Hombres,120226
14457,14458,2015,República Mexicana,0,78,Mujeres,150297
14458,14459,2015,República Mexicana,0,79,Hombres,109769
14459,14460,2015,República Mexicana,0,79,Mujeres,138822
14460,14461,2015,República Mexicana,0,80,Hombres,99882
14461,14462,2015,República Mexicana,0,80,Mujeres,127790
14462,14463,2015,República Mexicana,0,81,Hombres,90513
14463,14464,2015,República Mexicana,0,81,Mujeres,117163
14464,14465,2015,República Mexicana,0,82,Hombres,81607
14465,14466,2015,República Mexicana,0,82,Mujeres,106848
14466,14467,2015,República Mexicana,0,83,Hombres,73133
14467,14468,2015,República Mexicana,0,83,Mujeres,96855
14468,14469,2015,República Mexicana,0,84,Hombres,65017
14469,14470,2015,República Mexicana,0,84,Mujeres,87130
14470,14471,2015,República Mexicana,0,85,Hombres,57186
14471,14472,2015,República Mexicana,0,85,Mujeres,77583
14472,14473,2015,República Mexicana,0,86,Hombres,49655
14473,14474,2015,República Mexicana,0,86,Mujeres,68231
14474,14475,2015,República Mexicana,0,87,Hombres,42766
14475,14476,2015,República Mexicana,0,87,Mujeres,59544
14476,14477,2015,República Mexicana,0,88,Hombres,36442
14477,14478,2015,República Mexicana,0,88,Mujeres,51429
14478,14479,2015,República Mexicana,0,89,Hombres,30706
14479,14480,2015,República Mexicana,0,89,Mujeres,43931
14480,14481,2015,República Mexicana,0,90,Hombres,25697
14481,14482,2015,República Mexicana,0,90,Mujeres,37272
14482,14483,2015,República Mexicana,0,91,Hombres,21220
14483,14484,2015,República Mexicana,0,91,Mujeres,31200
14484,14485,2015,República Mexicana,0,92,Hombres,17252
14485,14486,2015,República Mexicana,0,92,Mujeres,25707
14486,14487,2015,República Mexicana,0,93,Hombres,13796
14487,14488,2015,República Mexicana,0,93,Mujeres,20821
14488,14489,2015,República Mexicana,0,94,Hombres,10834
14489,14490,2015,República Mexicana,0,94,Mujeres,16551
14490,14491,2015,República Mexicana,0,95,Hombres,8345
14491,14492,2015,República Mexicana,0,95,Mujeres,12897
14492,14493,2015,República Mexicana,0,96,Hombres,6295
14493,14494,2015,República Mexicana,0,96,Mujeres,9840
14494,14495,2015,República Mexicana,0,97,Hombres,4655
14495,14496,2015,República Mexicana,0,97,Mujeres,7348
14496,14497,2015,República Mexicana,0,98,Hombres,3366
14497,14498,2015,República Mexicana,0,98,Mujeres,5361
14498,14499,2015,República Mexicana,0,99,Hombres,2376
14499,14500,2015,República Mexicana,0,99,Mujeres,3814
14500,14501,2015,República Mexicana,0,100,Hombres,1633
14501,14502,2015,República Mexicana,0,100,Mujeres,2640
14502,14503,2015,República Mexicana,0,101,Hombres,1086
14503,14504,2015,República Mexicana,0,101,Mujeres,1772
14504,14505,2015,República Mexicana,0,102,Hombres,699
14505,14506,2015,República Mexicana,0,102,Mujeres,1144
14506,14507,2015,República Mexicana,0,103,Hombres,434
14507,14508,2015,República Mexicana,0,103,Mujeres,709
14508,14509,2015,República Mexicana,0,104,Hombres,255
14509,14510,2015,República Mexicana,0,104,Mujeres,417
14510,14511,2015,República Mexicana,0,105,Hombres,141
14511,14512,2015,República Mexicana,0,105,Mujeres,233
14512,14513,2015,República Mexicana,0,106,Hombres,75
14513,14514,2015,República Mexicana,0,106,Mujeres,121
14514,14515,2015,República Mexicana,0,107,Hombres,36
14515,14516,2015,República Mexicana,0,107,Mujeres,61
14516,14517,2015,República Mexicana,0,108,Hombres,19
14517,14518,2015,República Mexicana,0,108,Mujeres,29
14518,14519,2015,República Mexicana,0,109,Hombres,7
14519,14520,2015,República Mexicana,0,109,Mujeres,12
14740,14741,2017,República Mexicana,0,0,Hombres,1113761
14741,14742,2017,República Mexicana,0,0,Mujeres,1073913
14742,14743,2017,República Mexicana,0,1,Hombres,1118296
14743,14744,2017,República Mexicana,0,1,Mujeres,1079220
14744,14745,2017,República Mexicana,0,2,Hombres,1122880
14745,14746,2017,República Mexicana,0,2,Mujeres,1084254
14746,14747,2017,República Mexicana,0,3,Hombres,1125870
14747,14748,2017,República Mexicana,0,3,Mujeres,1087580
14748,14749,2017,República Mexicana,0,4,Hombres,1127482
14749,14750,2017,República Mexicana,0,4,Mujeres,1088879
14750,14751,2017,República Mexicana,0,5,Hombres,1128714
14751,14752,2017,República Mexicana,0,5,Mujeres,1089280
14752,14753,2017,República Mexicana,0,6,Hombres,1129547
14753,14754,2017,República Mexicana,0,6,Mujeres,1089838
14754,14755,2017,República Mexicana,0,7,Hombres,1130952
14755,14756,2017,República Mexicana,0,7,Mujeres,1091129
14756,14757,2017,República Mexicana,0,8,Hombres,1132865
14757,14758,2017,República Mexicana,0,8,Mujeres,1093182
14758,14759,2017,República Mexicana,0,9,Hombres,1134417
14759,14760,2017,República Mexicana,0,9,Mujeres,1095174
14760,14761,2017,República Mexicana,0,10,Hombres,1136312
14761,14762,2017,República Mexicana,0,10,Mujeres,1096586
14762,14763,2017,República Mexicana,0,11,Hombres,1139155
14763,14764,2017,República Mexicana,0,11,Mujeres,1098676
14764,14765,2017,República Mexicana,0,12,Hombres,1141346
14765,14766,2017,República Mexicana,0,12,Mujeres,1100779
14766,14767,2017,República Mexicana,0,13,Hombres,1140093
14767,14768,2017,República Mexicana,0,13,Mujeres,1100188
14768,14769,2017,República Mexicana,0,14,Hombres,1135371
14769,14770,2017,República Mexicana,0,14,Mujeres,1097343
14770,14771,2017,República Mexicana,0,15,Hombres,1129882
14771,14772,2017,República Mexicana,0,15,Mujeres,1094820
14772,14773,2017,República Mexicana,0,16,Hombres,1124063
14773,14774,2017,República Mexicana,0,16,Mujeres,1092378
14774,14775,2017,República Mexicana,0,17,Hombres,1118171
14775,14776,2017,República Mexicana,0,17,Mujeres,1089112
14776,14777,2017,República Mexicana,0,18,Hombres,1113467
14777,14778,2017,República Mexicana,0,18,Mujeres,1085608
14778,14779,2017,República Mexicana,0,19,Hombres,1109734
14779,14780,2017,República Mexicana,0,19,Mujeres,1083160
14780,14781,2017,República Mexicana,0,20,Hombres,1106484
14781,14782,2017,República Mexicana,0,20,Mujeres,1082851
14782,14783,2017,República Mexicana,0,21,Hombres,1103857
14783,14784,2017,República Mexicana,0,21,Mujeres,1084266
14784,14785,2017,República Mexicana,0,22,Hombres,1100969
14785,14786,2017,República Mexicana,0,22,Mujeres,1085368
14786,14787,2017,República Mexicana,0,23,Hombres,1095051
14787,14788,2017,República Mexicana,0,23,Mujeres,1083483
14788,14789,2017,República Mexicana,0,24,Hombres,1084848
14789,14790,2017,República Mexicana,0,24,Mujeres,1078431
14790,14791,2017,República Mexicana,0,25,Hombres,1070272
14791,14792,2017,República Mexicana,0,25,Mujeres,1071200
14792,14793,2017,República Mexicana,0,26,Hombres,1050218
14793,14794,2017,República Mexicana,0,26,Mujeres,1060877
14794,14795,2017,República Mexicana,0,27,Hombres,1026502
14795,14796,2017,República Mexicana,0,27,Mujeres,1048246
14796,14797,2017,República Mexicana,0,28,Hombres,1002804
14797,14798,2017,República Mexicana,0,28,Mujeres,1035895
14798,14799,2017,República Mexicana,0,29,Hombres,979225
14799,14800,2017,República Mexicana,0,29,Mujeres,1023531
14800,14801,2017,República Mexicana,0,30,Hombres,955082
14801,14802,2017,República Mexicana,0,30,Mujeres,1009983
14802,14803,2017,República Mexicana,0,31,Hombres,931337
14803,14804,2017,República Mexicana,0,31,Mujeres,995893
14804,14805,2017,República Mexicana,0,32,Hombres,908043
14805,14806,2017,República Mexicana,0,32,Mujeres,981637
14806,14807,2017,República Mexicana,0,33,Hombres,884870
14807,14808,2017,República Mexicana,0,33,Mujeres,967218
14808,14809,2017,República Mexicana,0,34,Hombres,862451
14809,14810,2017,República Mexicana,0,34,Mujeres,953010
14810,14811,2017,República Mexicana,0,35,Hombres,841739
14811,14812,2017,República Mexicana,0,35,Mujeres,939269
14812,14813,2017,República Mexicana,0,36,Hombres,823508
14813,14814,2017,República Mexicana,0,36,Mujeres,926116
14814,14815,2017,República Mexicana,0,37,Hombres,808534
14815,14816,2017,República Mexicana,0,37,Mujeres,914050
14816,14817,2017,República Mexicana,0,38,Hombres,797069
14817,14818,2017,República Mexicana,0,38,Mujeres,903328
14818,14819,2017,República Mexicana,0,39,Hombres,788834
14819,14820,2017,República Mexicana,0,39,Mujeres,893857
14820,14821,2017,República Mexicana,0,40,Hombres,783505
14821,14822,2017,República Mexicana,0,40,Mujeres,885518
14822,14823,2017,República Mexicana,0,41,Hombres,780516
14823,14824,2017,República Mexicana,0,41,Mujeres,878037
14824,14825,2017,República Mexicana,0,42,Hombres,776603
14825,14826,2017,República Mexicana,0,42,Mujeres,868431
14826,14827,2017,República Mexicana,0,43,Hombres,769513
14827,14828,2017,República Mexicana,0,43,Mujeres,855124
14828,14829,2017,República Mexicana,0,44,Hombres,759426
14829,14830,2017,República Mexicana,0,44,Mujeres,839108
14830,14831,2017,República Mexicana,0,45,Hombres,745962
14831,14832,2017,República Mexicana,0,45,Mujeres,820366
14832,14833,2017,República Mexicana,0,46,Hombres,729466
14833,14834,2017,República Mexicana,0,46,Mujeres,799545
14834,14835,2017,República Mexicana,0,47,Hombres,711121
14835,14836,2017,República Mexicana,0,47,Mujeres,777488
14836,14837,2017,República Mexicana,0,48,Hombres,691731
14837,14838,2017,República Mexicana,0,48,Mujeres,754720
14838,14839,2017,República Mexicana,0,49,Hombres,671607
14839,14840,2017,República Mexicana,0,49,Mujeres,731802
14840,14841,2017,República Mexicana,0,50,Hombres,651441
14841,14842,2017,República Mexicana,0,50,Mujeres,709355
14842,14843,2017,República Mexicana,0,51,Hombres,631683
14843,14844,2017,República Mexicana,0,51,Mujeres,687740
14844,14845,2017,República Mexicana,0,52,Hombres,612257
14845,14846,2017,República Mexicana,0,52,Mujeres,666809
14846,14847,2017,República Mexicana,0,53,Hombres,592844
14847,14848,2017,República Mexicana,0,53,Mujeres,646161
14848,14849,2017,República Mexicana,0,54,Hombres,573217
14849,14850,2017,República Mexicana,0,54,Mujeres,625534
14850,14851,2017,República Mexicana,0,55,Hombres,553140
14851,14852,2017,República Mexicana,0,55,Mujeres,604608
14852,14853,2017,República Mexicana,0,56,Hombres,532330
14853,14854,2017,República Mexicana,0,56,Mujeres,582993
14854,14855,2017,República Mexicana,0,57,Hombres,510654
14855,14856,2017,República Mexicana,0,57,Mujeres,560486
14856,14857,2017,República Mexicana,0,58,Hombres,488116
14857,14858,2017,República Mexicana,0,58,Mujeres,537038
14858,14859,2017,República Mexicana,0,59,Hombres,464867
14859,14860,2017,República Mexicana,0,59,Mujeres,512846
14860,14861,2017,República Mexicana,0,60,Hombres,441227
14861,14862,2017,República Mexicana,0,60,Mujeres,488265
14862,14863,2017,República Mexicana,0,61,Hombres,417586
14863,14864,2017,República Mexicana,0,61,Mujeres,463731
14864,14865,2017,República Mexicana,0,62,Hombres,394291
14865,14866,2017,República Mexicana,0,62,Mujeres,439611
14866,14867,2017,República Mexicana,0,63,Hombres,371184
14867,14868,2017,República Mexicana,0,63,Mujeres,415955
14868,14869,2017,República Mexicana,0,64,Hombres,348830
14869,14870,2017,República Mexicana,0,64,Mujeres,392639
14870,14871,2017,República Mexicana,0,65,Hombres,327142
14871,14872,2017,República Mexicana,0,65,Mujeres,369723
14872,14873,2017,República Mexicana,0,66,Hombres,305609
14873,14874,2017,República Mexicana,0,66,Mujeres,347379
14874,14875,2017,República Mexicana,0,67,Hombres,286965
14875,14876,2017,República Mexicana,0,67,Mujeres,328221
14876,14877,2017,República Mexicana,0,68,Hombres,270160
14877,14878,2017,República Mexicana,0,68,Mujeres,310772
14878,14879,2017,República Mexicana,0,69,Hombres,253017
14879,14880,2017,República Mexicana,0,69,Mujeres,292652
14880,14881,2017,República Mexicana,0,70,Hombres,236614
14881,14882,2017,República Mexicana,0,70,Mujeres,275372
14882,14883,2017,República Mexicana,0,71,Hombres,220922
14883,14884,2017,República Mexicana,0,71,Mujeres,258866
14884,14885,2017,República Mexicana,0,72,Hombres,205921
14885,14886,2017,República Mexicana,0,72,Mujeres,243113
14886,14887,2017,República Mexicana,0,73,Hombres,191449
14887,14888,2017,República Mexicana,0,73,Mujeres,227902
14888,14889,2017,República Mexicana,0,74,Hombres,177536
14889,14890,2017,República Mexicana,0,74,Mujeres,213228
14890,14891,2017,República Mexicana,0,75,Hombres,164604
14891,14892,2017,República Mexicana,0,75,Mujeres,199580
14892,14893,2017,República Mexicana,0,76,Hombres,152115
14893,14894,2017,República Mexicana,0,76,Mujeres,186292
14894,14895,2017,República Mexicana,0,77,Hombres,139644
14895,14896,2017,República Mexicana,0,77,Mujeres,172841
14896,14897,2017,República Mexicana,0,78,Hombres,127597
14897,14898,2017,República Mexicana,0,78,Mujeres,159676
14898,14899,2017,República Mexicana,0,79,Hombres,116175
14899,14900,2017,República Mexicana,0,79,Mujeres,147071
14900,14901,2017,República Mexicana,0,80,Hombres,105410
14901,14902,2017,República Mexicana,0,80,Mujeres,135046
14902,14903,2017,República Mexicana,0,81,Hombres,95243
14903,14904,2017,República Mexicana,0,81,Mujeres,123519
14904,14905,2017,República Mexicana,0,82,Hombres,85692
14905,14906,2017,República Mexicana,0,82,Mujeres,112496
14906,14907,2017,República Mexicana,0,83,Hombres,76727
14907,14908,2017,República Mexicana,0,83,Mujeres,101944
14908,14909,2017,República Mexicana,0,84,Hombres,68283
14909,14910,2017,República Mexicana,0,84,Mujeres,91791
14910,14911,2017,República Mexicana,0,85,Hombres,60332
14911,14912,2017,República Mexicana,0,85,Mujeres,82058
14912,14913,2017,República Mexicana,0,86,Hombres,52826
14913,14914,2017,República Mexicana,0,86,Mujeres,72702
14914,14915,2017,República Mexicana,0,87,Hombres,45691
14915,14916,2017,República Mexicana,0,87,Mujeres,63660
14916,14917,2017,República Mexicana,0,88,Hombres,38951
14917,14918,2017,República Mexicana,0,88,Mujeres,54964
14918,14919,2017,República Mexicana,0,89,Hombres,32881
14919,14920,2017,República Mexicana,0,89,Mujeres,47003
14920,14921,2017,República Mexicana,0,90,Hombres,27410
14921,14922,2017,República Mexicana,0,90,Mujeres,39714
14922,14923,2017,República Mexicana,0,91,Hombres,22555
14923,14924,2017,República Mexicana,0,91,Mujeres,33126
14924,14925,2017,República Mexicana,0,92,Hombres,18384
14925,14926,2017,República Mexicana,0,92,Mujeres,27362
14926,14927,2017,República Mexicana,0,93,Hombres,14739
14927,14928,2017,República Mexicana,0,93,Mujeres,22226
14928,14929,2017,República Mexicana,0,94,Hombres,11602
14929,14930,2017,República Mexicana,0,94,Mujeres,17714
14930,14931,2017,República Mexicana,0,95,Hombres,8950
14931,14932,2017,República Mexicana,0,95,Mujeres,13832
14932,14933,2017,República Mexicana,0,96,Hombres,6757
14933,14934,2017,República Mexicana,0,96,Mujeres,10559
14934,14935,2017,República Mexicana,0,97,Hombres,4980
14935,14936,2017,República Mexicana,0,97,Mujeres,7865
14936,14937,2017,República Mexicana,0,98,Hombres,3582
14937,14938,2017,República Mexicana,0,98,Mujeres,5713
14938,14939,2017,República Mexicana,0,99,Hombres,2511
14939,14940,2017,República Mexicana,0,99,Mujeres,4040
14940,14941,2017,República Mexicana,0,100,Hombres,1712
14941,14942,2017,República Mexicana,0,100,Mujeres,2773
14942,14943,2017,República Mexicana,0,101,Hombres,1135
14943,14944,2017,República Mexicana,0,101,Mujeres,1844
14944,14945,2017,República Mexicana,0,102,Hombres,723
14945,14946,2017,República Mexicana,0,102,Mujeres,1187
14946,14947,2017,República Mexicana,0,103,Hombres,444
14947,14948,2017,República Mexicana,0,103,Mujeres,732
14948,14949,2017,República Mexicana,0,104,Hombres,264
14949,14950,2017,República Mexicana,0,104,Mujeres,431
14950,14951,2017,República Mexicana,0,105,Hombres,148
14951,14952,2017,República Mexicana,0,105,Mujeres,242
14952,14953,2017,República Mexicana,0,106,Hombres,77
14953,14954,2017,República Mexicana,0,106,Mujeres,128
14954,14955,2017,República Mexicana,0,107,Hombres,40
14955,14956,2017,República Mexicana,0,107,Mujeres,67
14956,14957,2017,República Mexicana,0,108,Hombres,20
14957,14958,2017,República Mexicana,0,108,Mujeres,33
14958,14959,2017,República Mexicana,0,109,Hombres,9
14959,14960,2017,República Mexicana,0,109,Mujeres,14
14960,14961,2018,República Mexicana,0,0,Hombres,1104787
14961,14962,2018,República Mexicana,0,0,Mujeres,1065168
14962,14963,2018,República Mexicana,0,1,Hombres,1110633
14963,14964,2018,República Mexicana,0,1,Mujeres,1071577
14964,14965,2018,República Mexicana,0,2,Hombres,1116884
14965,14966,2018,República Mexicana,0,2,Mujeres,1077950
14966,14967,2018,República Mexicana,0,3,Hombres,1121705
14967,14968,2018,República Mexicana,0,3,Mujeres,1082860
14968,14969,2018,República Mexicana,0,4,Hombres,1124685
14969,14970,2018,República Mexicana,0,4,Mujeres,1086036
14970,14971,2018,República Mexicana,0,5,Hombres,1126281
14971,14972,2018,República Mexicana,0,5,Mujeres,1087229
14972,14973,2018,República Mexicana,0,6,Hombres,1127507
14973,14974,2018,República Mexicana,0,6,Mujeres,1087679
14974,14975,2018,República Mexicana,0,7,Hombres,1128352
14975,14976,2018,República Mexicana,0,7,Mujeres,1088404
14976,14977,2018,República Mexicana,0,8,Hombres,1129782
14977,14978,2018,República Mexicana,0,8,Mujeres,1089841
14978,14979,2018,República Mexicana,0,9,Hombres,1131736
14979,14980,2018,República Mexicana,0,9,Mujeres,1092005
14980,14981,2018,República Mexicana,0,10,Hombres,1133343
14981,14982,2018,República Mexicana,0,10,Mujeres,1094061
14982,14983,2018,República Mexicana,0,11,Hombres,1135244
14983,14984,2018,República Mexicana,0,11,Mujeres,1095472
14984,14985,2018,República Mexicana,0,12,Hombres,1137973
14985,14986,2018,República Mexicana,0,12,Mujeres,1097486
14986,14987,2018,República Mexicana,0,13,Hombres,1139882
14987,14988,2018,República Mexicana,0,13,Mujeres,1099436
14988,14989,2018,República Mexicana,0,14,Hombres,1138147
14989,14990,2018,República Mexicana,0,14,Mujeres,1098622
14990,14991,2018,República Mexicana,0,15,Hombres,1132763
14991,14992,2018,República Mexicana,0,15,Mujeres,1095459
14992,14993,2018,República Mexicana,0,16,Hombres,1126508
14993,14994,2018,República Mexicana,0,16,Mujeres,1092570
14994,14995,2018,República Mexicana,0,17,Hombres,1119916
14995,14996,2018,República Mexicana,0,17,Mujeres,1089740
14996,14997,2018,República Mexicana,0,18,Hombres,1113339
14997,14998,2018,República Mexicana,0,18,Mujeres,1086130
14998,14999,2018,República Mexicana,0,19,Hombres,1108075
14999,15000,2018,República Mexicana,0,19,Mujeres,1082351
15000,15001,2018,República Mexicana,0,20,Hombres,1103949
15001,15002,2018,República Mexicana,0,20,Mujeres,1079714
15002,15003,2018,República Mexicana,0,21,Hombres,1100440
15003,15004,2018,República Mexicana,0,21,Mujeres,1079273
15004,15005,2018,República Mexicana,0,22,Hombres,1097678
